target	type	state	attack_type_messy	date_messy	url	year_clean
Oregon Secretary of State	Government	Oregon	Hack	September 22nd, 2017	https://www.usnews.com/news/best-states/oregon/articles/2017-09-22/us-russian-government-tried-hacking-oregon-computer-network	2017
Oregon Department of Environmental Equality	Government	Oregon	"Hack
    
"	May 19th, 2017	http://www.oregonlive.com/politics/index.ssf/2017/05/deq_servers_hacked.html	2017
Business Registry and Finance	Government	Oregon	Hack	February 27th, 2017	http://www.routefifty.com/tech-data/2017/02/vulnerable-50-states-cyberattack/135708/	2017
Department of Fish and Wildlife	Government	Oregon	Hack	August 26th, 2016	http://ktvl.com/news/local/oregon-fishing-hunting-license-information-hacked-08-26-2016	2016
"
Trillium Community Health Plan, Lane County
"	Medical	Oregon	"
Hacking, Data Breach
"	"
March 7th, 2021
"	https://www.databreaches.net/trillium-community-health-plan-members-impacted-by-accellion-breach/	2021
"
Sky Lakes Medical Center, Klamath County
"	Medical	Oregon	"
Unknown, Ransomware
"	"
October 28th, 2020
"	https://www.beckershospitalreview.com/cybersecurity/oregon-hospital-shuts-down-computer-system-after-ransomware-attack-4-notes.html	2020
"
Providence Health Plan , Multnomah County
"	Medical	Oregon	"
Unknown, Data Breach
"	"
July 8th, 2020
"	https://www.beckershospitalreview.com/cybersecurity/providence-business-associate-coding-error-exposes-info-of-49-511-health-plan-members.html	2020
"
Native American Rehabilitation Association of the Northwest, Multnomah County
"	Medical	Oregon	"
Phishing, Data Breach
"	"
January 9th, 2020
"	https://www.beckershospitalreview.com/cybersecurity/oregon-healthcare-provider-warns-25-000-patients-of-malware-attack.html	2020
Family Tree Relief Nursery, Linn County 	Medical	Oregon	Ransomware	November 16th, 2018 	https://democratherald.com/news/family-tree-relief-nursery-computers-hacked/article_a858a060-4836-52ff-ad2e-8d85247882da.html	2018
 Legacy Health, Multnomah County	Medical	Oregon	Phishing, Data Breach	August 20th, 2018	https://www.oregonlive.com/business/index.ssf/2018/08/legacy_health_email_breach_mig.html	2018
Care Partners Hospice and Palliative, Hillsboro – Washington Co.	Medical	Oregon	Hack	May 25th, 2018	https://pamplinmedia.com/ht/117-hillsboro-tribune-news/396672-290691-hillsboro-hospice-service-warns-of-data-breach	2018
The Oregon Clinic, Multnomah County	Medical	Oregon	Hack	May 9th, 2018	https://www.databreaches.net/the-oregon-clinic-notifies-patients-after-employee-email-account-hacked/	2018
Southwest Portland Dental	Medical	Oregon	Accidental Data Breach	September 2nd, 2016	https://www.databreaches.net/southwest-portland-dental-notifies-patients-of-patterson-dental-breach/	2016
"
Centennial School District, Multnomah County
"	Education	Oregon	"
Hacking, Ransomware
"	"
April 26th, 2021
"	https://www.oregonlive.com/education/2021/04/centennial-schools-to-close-for-2-days-after-hackers-breach-school-technology-systems.html	2021
"
Treasure Valley Community College, Malheur County
"	Education	Oregon	"
Hacking, Data Breach
"	"
December 29th, 2020
"	https://www.prnewswire.com/news-releases/treasure-valley-community-college-notifies-consumers-of-data-security-incident-301199086.html	2020
"
Oregon State University, Benton County
"	Education	Oregon	"
Unknown, Data Breach
"	"
September 3rd, 2020
"	https://www.databreaches.net/oregon-state-university-reports-it-security-incident/	2020
 Oregon State University, Benton County 	Education	Oregon	Phishing, Data Breach 	 June 14th, 2019 	https://today.oregonstate.edu/news/oregon-state-university-reports-it-security-incident	2019
Lake Oswego School District, Clackamas County	Education	Oregon	Phishing/Other	July 6th, 2018	https://www.koin.com/news/local/washington-county/lake-oswego-school-district-twitter-hacked/1288191319	2018
Roseburg Public Schools District, Douglas County	Education	Oregon	Ransomware	May 7th, 2018	https://www.nrtoday.com/news/public_safety/roseburg-public-schools-computer-system-hacked/article_22c805d9-7f4a-5646-a832-b9711b23be32.html#comments	2018
Southern Oregon University	Education	Oregon	Phishing	June 13th, 2017	https://www.tripwire.com/state-of-security/security-data-protection/single-email-stole-1-9-million-southern-oregon-university/	2017
Redmond School District	Education	Oregon	Ransomware	February 24th, 2017	http://www.ktvz.com/news/scammer-gets-all-redmond-school-employees-w-2-info/364147629	2017
Grant County Education Service District	Education	Oregon	Ransomware	May 25th, 2016	http://www.bluemountaineagle.com/Local_News/20160525/esd-hit-by-ransomware-attack	2016
"
Delaware County and Delaware County PD, Delaware County
"	Safety	Pennsylvania	"
Unknown, Ransomware
"	"
November 25th, 2020
"	https://philadelphia.cbslocal.com/2020/11/25/part-of-delaware-county-computer-system-down-after-attacked-by-hackers/	2020
"
Millcreek Township and Millcreek PD, Erie County
"	Safety	Pennsylvania	"
Unknown, Ransomware
"	"
September 25th, 2020
"	https://www.erienewsnow.com/story/42683939/millcreek-township-confirms-computer-system-hacked-erie-news-now-uncovers-township-hit-by-ransomware-attack	2020
 Luzerne County Government Systems & Sheriff's Office, Luzerne County 	Safety	Pennsylvania	Phishing, Malware 	 May 29th, 2019 	https://www.timesleader.com/news/745462/luzerne-county-government-addressing-cyber-attack	2019
 Chester County Government & 911 Dispatch, Chester County 	Safety	Pennsylvania	Malware 	 February 19th, 2019 	https://patch.com/pennsylvania/westchester/malware-attacks-chester-county-government-online-services	2019
City of Allentown	Safety	Pennsylvania	Hack	February 20th, 2018	http://www.mcall.com/news/breaking/mc-nws-allentown-computer-virus-20180220-story.html	2018
Mt. Holly Springs PD	Safety	Pennsylvania	Ransomware	October 3rd, 2016	http://www.abc27.com/news/mount-holly-springs-police-fall-victim-to-cyber-attack/1037275431	2016
"
Clearfield County Computer Systems, Clearfield County
"	Government	Pennsylvania	"
Unknown, Malware
"	"
January 11th, 2021
"	http://www.theprogressnews.com/news/local/computer-virus-cripples-countys-computers/article_454f5dd8-c31f-5fb4-ba2e-82aa868a776f.html	2021
"
Penn Township, York County
"	Government	Pennsylvania	"
Hacking, Other
"	"
June 15th, 2020
"	https://www.govtech.com/security/Pennsylvania-Town-Ups-Cybersecurity-After-Incident.html	2020
"
South Eastern Pennsylvania Transit Authority, Philadelphia County
"	Government	Pennsylvania	"
Unknown, Malware
"	"
August 24th, 2020
"	https://www.inquirer.com/transportation/septa-malware-attack-employees-riders-app-announcements-20200824.html	2020
"
City of Scranton Non-Emergency Computer System, Lackawanna County
"	Government	Pennsylvania	"
Unknown, Ransomware
"	"
August 25th, 2020
"	https://wilknews.radio.com/articles/news/ransomware-cyber-attack-on-scrantons-computer-systems	2020
"
Duncannon Borough, Perry County
"	Government	Pennsylvania	"
Hacking, Ransomware
"	"
May 20th, 2020
"	https://www.pennlive.com/news/2020/05/duncannon-paid-thousands-in-randomsware-attack-officials.html	2020
"
Allegheny Intermediate Unit, Allegheny County
"	Government	Pennsylvania	"
Unknown, Ransomware
"	"
February 6th, 2020
"	https://triblive.com/local/pittsburgh-allegheny/allegheny-intermediate-unit-investigates-malware-attack-avoids-ransom-payment/	2020
"
City of DuBois, Clearfield County
"	Government	Pennsylvania	"
Unknown, Malware
"	"
January 27th, 2020
"	http://www.thecourierexpress.com/news/cyber-criminals-attack-dubois-computer-systems/article_7c675bd8-23be-5ba4-a806-b1e4075752f2.html	2020
" 
Leesport Tax Collector System, Berks County 
"	Government	Pennsylvania	"
Hacking, Data Breach 
"	" 
December 5th, 2019 
"	https://www.readingeagle.com/news/article/hackers-breech-leesport-tax-collectors-database	2019
" 
Bradford City Hall, McKean County
"	Government	Pennsylvania	"
Unknown, Ransomware
"	" 
October 5th, 2019 
"	http://www.bradfordera.com/news/local/bradford-city-hall-nearly-back-to-normal-after-hacking/article_34a0cfaa-f96d-53eb-b6c5-e00463130136.html	2019
" 
Lebanon County Government Systems, Lebanon County 
"	Government	Pennsylvania	"
Unknown, Malware 
"	" 
August 29th, 2019 
"	https://lebtown.com/2019/08/29/lebanon-county-computer-systems-offline-after-virus-infects-network/	2019
 Butler County Federated Library System, Butler County 	Government	Pennsylvania	Unknown, Ransomware 	 July 22nd, 2019 	http://butlerradio.com/ransomware-attack-hits-local-libraries/	2019
 Philadelphia Court System (First Judicial District), Philadelphia County 	Government	Pennsylvania	Unknown, Malware 	 May 23rd, 2019 	https://www.philly.com/news/philadelphia-computer-virus-first-judicial-district-court-system-20190523.html	2019
 City of Washington, Washington County 	Government	Pennsylvania	Ransomware 	 May 10th, 2019 	https://www.wpxi.com/news/top-stories/ransomware-attack-shutdown-computer-systems-washington/948228193	2019
State of PA Department of Corrections	Government	Pennsylvania	Hacking, Data Breach	July 23rd, 2018	https://fox43.com/2018/07/23/state-dept-of-corrections-notifies-employees-inmates-of-online-security-incident-with-third-party-vendor/	2018
The Pennsylvania Department of Health	Government	Pennsylvania	Hacking, Other	July 16th, 2018	https://www.databreaches.net/pennsylvania-birth-certificate-system-hacked-no-records-stolen/	2018
Westmoreland Housing Authority, Westmoreland County	Government	Pennsylvania	Ransomware	July 13th, 2018	https://triblive.com/local/westmoreland/13863145-74/westmoreland-housing-authority-computers-hacked	2018
Bucks County	Government	Pennsylvania	Phishing/Other	July 6th, 2018	http://www.theintell.com/news/20180706/bucks-county-officials-investigating-phishing-attempt	2018
East Cocalico Township Tax Collector, Lancaster Co.	Government	Pennsylvania	Hack	May 25th, 2018	http://www.ephratareview.com/cocalico/east-cocalico-computer-breach-investigation-continues/	2018
Strasburg, Lancaster	Government	Pennsylvania	Phishing	March 20th, 2018	http://fox43.com/2018/03/20/strasburg-borough-office-in-lancaster-county-reports-its-email-system-has-been-hacked/	2018
City of Hermitage	Government	Pennsylvania	Phishing	March 1st, 2018	http://www.wfmj.com/story/37182060/police-hermitage-officials-avoid-23000-email-scam	2018
Bucks County	Government	Pennsylvania	Phishing	September 15th, 2017	http://www.buckscountycouriertimes.com/b6c00d76-9a2c-11e7-ae9a-e319b1f7a55b.html	2017
Dauphin County, Harrisburg	Government	Pennsylvania	Ransomware	March 3rd, 2017	https://www.nbcnews.com/news/us-news/senate-democrats-pennsylvania-are-being-held-cyber-hostage-n728901	2017
Allegheny County	Government	Pennsylvania	Ransomware	December 6th, 2016	https://www.darkreading.com/attacks-breaches/pennsylvania-state-prosecutors-office-paid-ransom-in-avalanche-ransomware-attack-/d/d-id/1327652	2016
"
Jefferson Health data breach exposed billing info of 9,000 patients, Philadelphia County
"	Medical	Pennsylvania	"
Hacking, Data Breach
"	"
January 21st, 2022
"	https://www.phillyvoice.com/jefferson-health-data-breach-billing-info/	2022
Hackers Target Data at Philadelphia Health-Care Systems 	Medical	Pennsylvania	"
Hacking, Data Breach
"	"
July 27th, 2021
"	https://www.govtech.com/security/hackers-target-data-at-philadelphia-health-care-systems/	2021
 Jefferson Health Cancer Patients' Personal Health Information Compromised in April Hack, Philadelphia County	Medical	Pennsylvania	"
Hacking, Data Breach
"	"
July 19th, 2021
"	https://philadelphia.cbslocal.com/2021/07/19/jefferson-health-cancer-patients-personal-information-compromised-in-april-hack/	2021
"
Squirrel Hill Health, Allegheny County
"	Medical	Pennsylvania	"
Unknown, Malware
"	"
April 4th, 2021
"	https://www.prnewswire.com/news-releases/squirrel-hill-health-center--notice-of-data-privacy-event-301261561.html	2021
"
BioTel Heart, Chester County
"	Medical	Pennsylvania	"
Unknown, Data Breach
"	"
April 5th, 2021
"	https://www.beckershospitalreview.com/cybersecurity/biotel-heart-vendor-breach-left-patients-information-public-for-nearly-a-year.html	2021
"
University of Pittsburgh Medical Center, Allegheny County
"	Medical	Pennsylvania	"
Unknown, Data Breach
"	"
February 8th, 2021
"	https://www.beckershospitalreview.com/cybersecurity/security-breach-may-have-exposed-36-000-upmc-patients-info.html	2021
"
eResearch Technology, Philadelphia County
"	Medical	Pennsylvania	"
Unknown, Ransomware
"	"
October 6, 2020
"	https://www.fiercebiotech.com/cro/as-ert-hit-by-ransomware-attack-trial-company-kicks-out-old-chief-as-covid-work-delayed	2020
"
Einstein Health Network, Philadelphia County
"	Medical	Pennsylvania	"
Hacking, Data Breach
"	"
October 12th, 2020
"	https://www.beckershospitalreview.com/cybersecurity/einstein-health-network-employee-email-hack-exposes-1-821-patients-info-4-details.html	2020
"
Independence Blue Cross, Philadelphia County
"	Medical	Pennsylvania	"
Hacking, Data Breach
"	"
July 6th, 2020
"	https://www.beckershospitalreview.com/cybersecurity/independence-blue-cross-alerts-members-of-data-breach.html	2020
"
Everett & Hurite Ophthalmic Association (EHOA), Alleghany County
"	Medical	Pennsylvania	"
Phishing, Data Breach
"	"
May 22nd, 2020
"	https://storage.googleapis.com/treatspace-prod-media/pracf/u-15/PDF_EHOA_Web_Notice_FINAL.pdf	2020
"
Crozer-Keystone Health System, Delaware County
"	Medical	Pennsylvania	"
Unknown, Ransomware
"	"
June 16th, 2020
"	https://cointelegraph.com/news/ransomware-gang-auctions-off-us-healthcare-data-for-bitcoin	2020
"
Meadville Medical Center, Crawford County
"	Medical	Pennsylvania	"
Unknown, Malware
"	"
March 28th, 2020
"	https://www.meadvilletribune.com/news/meadville-medical-center-also-dealing-with-another-virus/article_fd747958-7078-11ea-a965-13035f7e9e8d.html	2020
"
Meadville Medical Center, Crawford County
"	Medical	Pennsylvania	"
Hacking, Data Breach
"	"
January 30th, 2020
"	https://www.meadvilletribune.com/news/meadville-medical-center-dealing-with-data-security-incident/article_c57df018-42f3-11ea-b7a1-8bd21409fe3d.html	2020
"
Geisinger Health Plan, Montour County
"	Medical	Pennsylvania	"
Phishing, Data Breach
"	"
October 24th, 2019
"	https://www.hipaajournal.com/geisinger-health-plan-notifies-members-about-business-associate-phishing-attack/	2019
 Ellwood City Medical Center, Lawrence County & Beaver County 	Medical	Pennsylvania	Unknown, Malware 	 June 5th, 2019 	https://www.ellwoodcityledger.com/news/20190604/ellwood-city-medical-center-officials-investigating-impact-of-cyber-attack	2019
 Eurofins Lancaster Laboratories, Lancaster 	Medical	Pennsylvania	Unknown, Ransomware 	 June 11th, 2019 	https://lancasteronline.com/business/local_business/ransomware-attack-disrupts-lancaster-labs/article_6ce3d3dc-8c55-11e9-b1f7-878022691f9e.html	2019
The May Eye Care Center & Associates, York County	Medical	Pennsylvania	Ransomware	November 9th, 2018	https://www.databreaches.net/pa-may-eye-care-notified-30000-patients-after-ransomware-incident/	2018
Children’s Hospital of Philadelphia, Philadelphia County	Medical	Pennsylvania	Phishing, Data Breach	October 23rd, 2018	https://www.chop.edu/news/notice-patients-our-neonatal-and-fetal-programs-regarding-recent-email-incidents	2018
 UPMC Cole, Potter Co.	Medical	Pennsylvania	Phishing, Data Breach	July 17th, 2018	http://www.oleantimesherald.com/news/upmc-cole-notifies-patients-of-personal-data-breach/article_a609556e-897d-11e8-854b-0f42b794a325.html	2018
Women's Health Care Group of Pennsylvania	Medical	Pennsylvania	Ransomware	July 27th, 2017	http://www.healthcareitnews.com/news/300000-records-breached-ransomware-attack-pennsylvania-health-system	2017
Heritage Valley Health Systems	Medical	Pennsylvania	Ransomware	June 27th, 2017	https://www.wpxi.com/news/top-stories/cyberattack-on-local-hospital-group-part-of-global-ransomware-attack/542540800	2017
Pennsylvania Ambulatory Surgical Center	Medical	Pennsylvania	Ransomware	July 15th, 2016	https://www.hipaajournal.com/pennsylvania-ambulatory-surgery-center-alerts-13k-patients-to-ransomware-attack-3505/	2016
Main Line Health	Medical	Pennsylvania	Phishing	March 3rd, 2016	https://www.databreaches.net/pa-fbi-investigates-main-life-health-spear-phishing-incident/	2016
"
Harmony's computer system recovering from cyber attack, Clearfield County
"	Education	Pennsylvania	"
Unknown, Malware
"	"
February 2nd, 2022
"	https://www.theprogressnews.com/progress_news/harmonys-computer-system-recovering-from-cyber-attack/article_d164d809-42be-5159-b825-5c9d14680cf1.html	2022
"
Cyber Attack on Pennsbury's Computer System Reported, Bucks County
"	Education	Pennsylvania	"
Hacking, Data Breach
"	"
January 24th, 2022
"	https://patch.com/pennsylvania/levittown/cyber-attack-pennsburys-computer-system-reported	2022
Butler Community College closes for 2 days after cyber attack, Butler County 	Education	Pennsylvania	"
Unknown, Ransomware
"	"
November 29th, 2021"	https://www.post-gazette.com/news/education/2021/11/29/Butler-County-Community-College-BCCC-BC3-closed-ransomware-cyberattack/stories/202111290086	2021
"
Millersville University, Lancaster County
"	Education	Pennsylvania	"
Unknown, Malware
"	"
March 3rd, 2021
"	https://www.msn.com/en-us/news/technology/millersville-university-says-network-outage-was-the-result-of-an-external-attack/ar-BB1eawTQ?ocid=uxbndlbing	2021
"
Juniata College, Huntingdon County
"	Education	Pennsylvania	"
Phishing, Data Breach
"	"
December 21st, 2019
"	https://www.databreaches.net/pa-juniata-college-provides-notice-of-data-incident/	2019
" 
Wyoming Area School District, Luzerne County 
"	Education	Pennsylvania	"
Unknown, Ransomware 
"	" 
October 1st, 2019 
"	https://www.citizensvoice.com/news/wyoming-area-paid-38-000-to-end-ransomware-attack-1.2539738	2019
" 
Wallenpaupack Area School District, Pike & Wayne Counties
"	Education	Pennsylvania	"
Unknown, Ransomware
"	" 
September 19th, 2019
"	https://www.neagle.com/news/20190913/school-district-computers-paralyzed-in-attack	2019
" 
Ridgway Area School District, Elk County 
"	Education	Pennsylvania	"
Unknown, Ransomware 
"	" 
August 10th, 2019 
"	http://www.bradfordera.com/news/crime/ridgway-district-attacked-by-electronic-virus/article_aa0e67fc-29f0-5df7-8583-be0df913c1e3.html	2019
 Newport School District, Perry County 	Education	Pennsylvania	Phishing, Malware 	 March 30th, 2019 	https://www.pennlive.com/perry-county-times/2019/03/duncannon-council-appoints-wolfersberger-to-fill-vacancy.html	2019
Franklin Regional High School	Education	Pennsylvania	DDoS/Other	November 25th, 2016	https://www.bleepingcomputer.com/news/security/18-year-old-computer-genius-charged-with-launching-ddos-attacks/	2016
" 
Town of Greenwich & East Greenwich Police Department, Kent County 
"	Safety	Rhode Island	"
Unknown, Ransomware 
"	" 
December 8th, 2019
"	https://eastgreenwichnews.com/town-hit-by-ransoware-system-shut-down-to-limit-damage/	2019
 Pawtucket Fire Department, Providence County 	Safety	Rhode Island	Unknown, Ransomware 	 June 8th, 2019 	https://www.providencejournal.com/news/20190608/pawtucket-fire-experiencing-technical-difficulties-working-to-correct-issue	2019
Rhode Island State Police	Safety	Rhode Island	Ransomware	August 23rd, 2016	http://www.govtech.com/security/Rhode-Islands-Cyber-Disruption-Team-Wants-to-Work-with-Businesses-to-Fend-Off-Hackers.html	2016
"
Town of East Greenwich, Kent County
"	Government	Rhode Island	"
Unknown, Ransomware
"	"
December 8th, 2019
"	https://www.wpri.com/news/local-news/west-bay/east-greenwich-town-computers-fall-victim-to-cyber-attack/	2019
"
City of Exeter, Washington County
"	Government	Rhode Island	"
Unknown, Ransomware
"	"
January 26th, 2020
"	https://www.wpri.com/news/police-say-arrests-unlikely-in-7-ransomware-attacks-on-ri-cities-towns/	2020
Deptartment of Children, Youth, and Families, Department of Human Services, & Department of Behavioral Healthcare, Developmental Disabilities and Hospitals	Government	Rhode Island	Phishing	June 4th, 2018	http://www.wpri.com/call-12-for-action/malware-attacks-hundreds-of-ri-computers-no-personal-data-breached/1218404172	2018
State Treasurer's Office	Government	Rhode Island	Phishing	April 3rd, 2018	http://www.wpri.com/call-12-for-action/state-treasurers-office-says-they-fell-victim-to-email-scheme/1091995787	2018
City of Providence Hacked	Government	Rhode Island	Hack	December 15th, 2016	http://www.golocalprov.com/business/the-city-of-providence-was-hacked.-tips-to-protecting-your-business	2016
"
Care New England, Providence County
"	Medical	Rhode Island	"
Unknown, Malware
"	"
June 19th, 2020
"	https://www.abc6.com/care-new-england-confirms-that-it-was-a-victim-of-a-cyber-attack/	2020
Thundermist Health Center, Providence County	Medical	Rhode Island	Ransomware	November 29th, 2018	https://www.wpri.com/news/local-news/blackstone-valley/thundermist-health-center-dealing-with-ransomware-attack/1627750336	2018
University Gastroenterology	Medical	Rhode Island	Ransomware	September 9th, 2016	http://www.universitygi.com/securityincident.pdf	2016
"
Brown University, Providence County
"	Education	Rhode Island	"
Unknown, Malware
"	"
April 2nd, 2021
"	https://www.bleepingcomputer.com/news/security/brown-university-hit-by-cyberattack-some-systems-still-offline/	2021
"
East Greenwich High School, Kent County
"	Education	Rhode Island	"
Unknown, DDoS
"	"
March 14th, 2021
"	https://eastgreenwichnews.com/racist-comments-mar-presentation-at-eghs/	2021
"
Coventry School District, Kent County
"	Education	Rhode Island	"
Unknown, Ransomware
"	"
January 26th, 2020
"	https://www.syracuse.com/schools/2020/06/jamesville-dewitt-high-school-student-email-list-breached-explicit-messages-sent.html	2020
" 
Newport Public Schools, Newport County 
"	Education	Rhode Island	"
Unknown, Malware 
"	" 
August 6th, 2019 
"	https://whatsupnewp.com/2019/08/city-addressing-potential-malware-on-school-department-network/	2019
"
Bluffton Township Fire District, Beaufort County
"	Safety	South Carolina	"
Unknown, Ransomware
"	"
March 19th, 2020
"	https://fox28media.com/news/local/bluffton-township-fire-district-victim-of-cyber-attack	2020
"
Jasper County Computer Systems, Jasper County
"	Safety	South Carolina	"
Unknown, Ransomware
"	"
October 15th, 2019
"	https://www.wtoc.com/2019/10/15/county-computers-attacked-by-ransomware-jasper-county/	2019
City of Lancaster, Lancaster Dispatcher, Lancaster County	Safety	South Carolina	Phishing, Malware	December 18th, 2018 	https://www.thelancasternews.com/content/city-investigating-email-server-breach	2018
Mt. Pleasant PD	Safety	South Carolina	Ransomware	December 14th, 2016	https://www.postandcourier.com/news/mount-pleasant-police-department-hit-with-ransomware-cyberattack/article_40875fb4-c233-11e6-97cf-bf33fcb6f361.html	2016
 Dorchester County Government Notice of Security Incident 	Government	South Carolina	"
Phishing, Data Breach
"	"
September 9th, 2021
"	https://www.prnewswire.com/news-releases/dorchester-county-government-notice-of-security-incident-301371843.html	2021
"
Georgetown County Systems, Georgetown County
"	Government	South Carolina	"
Unknown, Malware
"	"
January 25th, 2021
"	https://www.live5news.com/2021/01/25/georgetown-county-computer-network-down-after-cyber-attack/	2021
"
Berkeley County Government Systems, Berkeley County
"	Government	South Carolina	"
Unknown, Malware
"	"
December 17th, 2019
"	https://www.journalscene.com/news/berkeley-county-temporarily-shuts-down-online-services-as-precautionary-measure/article_7304c654-20e8-11ea-91ab-5bba8f1ac395.html	2019
" 
Town of Mount Pleasant, Charleston County 
"	Government	South Carolina	"
Phishing, Other 
"	" 
November 21st, 2019
"	https://www.postandcourier.com/news/mount-pleasant-government-attacked-by-email-phishing-,scam/article_de4ff6cc-0c5c-11ea-9139-5fa1bb06fc73.html	2019
 Oconee County Government Systems, Oconee County 	Government	South Carolina	Unknown, Malware 	 July 18th, 2019 	http://www.oconeelaw.com/news/?p=11661	2019
Spartanburg Co. Libraries	Government	South Carolina	Ransomware	January 30th, 2018	http://www.wspa.com/news/spartanburg-co-libraries-hit-by-ransomware-attack/1009195204	2018
Mount Pleasant Town Hall, Charleston Co.	Government	South Carolina	Phishing	December 15th, 2017	https://www.postandcourier.com/news/mount-pleasant-hit-by-email-phishing-attack/article_fd034a20-e1d8-11e7-ba9a-2389bcfb1b91.html	2017
"
Roper St. Francis Healthcare, Charleston County
"	Medical	South Carolina	"
Phishing, Data Breach
"	"
February 3rd, 2021
"	https://www.compliancejunction.com/roper-st-francis-healthcare-phishing-attack-impacts-approximately-190000-people/	2021
"
Newberry County Memorial Hospital, Newberry County
"	Medical	South Carolina	"
Unknown, Ransomware
"	"
March 16th, 2021
"	https://www.beckershospitalreview.com/cybersecurity/ransomware-attack-knocks-south-carolina-hospital-s-computer-systems-offline.html	2021
"
Sandhills Medical Foundation, Chesterfield County
"	Medical	South Carolina	"
Unknown, Ransomware
"	"
March 6th, 2021
"	https://www.databreaches.net/sc-sandhills-medical-foundation-notifies-patients-of-vendor-breach/	2021
"
Roper St. Francis Healthcare, Charleston County
"	Medical	South Carolina	"
Unknown, Data Breach
"	"
September 8th, 2020
"	https://www.live5news.com/2020/09/08/roepr-st-francis-sends-data-security-breach-warning-almost-k-patients/	2020
"
Medical University of South Carolina, Charleston County
"	Medical	South Carolina	"
Unknown, Data Breach
"	"
September 11th, 2020
"	https://www.counton2.com/news/local-news/charleston-county-news/musc-impacted-by-blackbaud-data-breach/	2020
"
Roper St. Francis Hospital, Charleston County
"	Medical	South Carolina	"
Phishing, Data Breach
"	"
September 3rd, 2020
"	https://abcnews4.com/newsletter-daily/unauthorized-person-accesses-roper-st-francis-employees-email-affecting-6000-patients	2020
"
Tidelands Health Hospital System, Georgetown County
"	Medical	South Carolina	"
Unknown, Ransomware
"	"
January 24th, 2020
"	https://wpde.com/news/local/tidelands-health-named-in-class-action-lawsuit-after-december-malware-attack	2020
 Roper St. Francis Healthcare, Charleston County  	Medical	South Carolina	Phishing, Data Breach 	 February 4th, 2019 	https://www.databreaches.net/sc-roper-st-francis-notifying-patients-after-employees-fall-for-phishing-attack/	2019
Lexington Medical Center	Medical	South Carolina	Phishing	February 17th, 2017	http://www.coladaily.com/2017/02/17/lexington-medical-center-reports-unauthorized-access-employee-data/	2017
"
Greenville Technical College, Greenville County
"	Education	South Carolina	"
Hacking, Ransomware
"	"
August 28th, 2020
"	https://www.msn.com/en-us/money/other/greenville-tech-thwarts-data-breach-from-hackers-who-sought-ransom-spokesperson-says/ar-BB18u0eA	2020
"
Pickens County School District, Pickens County
"	Education	South Carolina	"
Unknown, DDoS
"	"
September 8th, 2020
"	https://www.wyff4.com/article/pickens-county-school-district-internet-outage-caused-by-cyberattack-district-says/33955313	2020
"
Spartanburg County School District One, Spartanburg County
"	Education	South Carolina	"
Unknown, Ransomware
"	"
March 2nd, 2020
"	https://www.wyff4.com/article/computer-network-issues-at-spartanburg-county-school-district-one-due-to-ransomware/31192098#	2020
 Greenwood School District 51, Laurens County  	Education	South Carolina	Phishing, Other  	 January 29th, 2019  	http://www.indexjournal.com/news/breaking/hacker-breaks-into-district-computer/article_364ac8e8-6535-54f0-9b2f-74b5270dc613.html	2019
Chester County School District	Education	South Carolina	Ransomware	January 29th, 2018	https://www.wcnc.com/article/news/crime/crimestoppers/sc-school-district-latest-victim-to-ransomware/275-512723105	2018
Dorchester District	Education	South Carolina	Ransomware	August 30th, 2017	https://www.postandcourier.com/news/report-dorchester-district-suffers-summer-ransomware-attack-no-student-or/article_c9bd9e3a-8ddd-11e7-b3e9-f36127b6e7f4.html	2017
Coastal Carolina University, Horry County	Education	South Carolina	Phishing	March 22nd, 2017	http://www.wbtw.com/news/coastal-carolina-university-scammed-out-of-more-than-1m/868578798	2017
Lexington School District 	Education	South Carolina	Phishing	January 30th, 2017	https://www.wltx.com/article/news/local/1300-employees-affected-by-data-breach/394664167	2017
Horry County Schools	Education	South Carolina	Ransomware	February 10th, 2016	http://www.wmbfnews.com/story/31191533/horry-county-schools-struck-by-ransomware-virus	2016
"
South Dakota Department of Public Safety’s Fusion Center, Hughes County
"	Safety	South Dakota	"
Hacking, Data Breach
"	"
August 20th, 2020
"	https://www.keloland.com/news/investigates/massive-data-breach-affects-sd-covid-19-patients/	2020
 Hutchinson County & Hutchinson County Sheriff’s Office, Hutchinson County 	Safety	South Dakota	Unknown, Ransomware 	 May 15th, 2019 	https://www.yankton.net/community/article_43375b3e-7789-11e9-9c3b-b7ca09b7892d.html	2019
"
Brown County received notifications of a breach when computer system shut down in August 
 "	Government	South Dakota	"
Unknown, Malware
"	"
December 28th, 2021
"	https://www.aberdeennews.com/story/news/local/2021/12/28/county-systems-shut-down-august-after-notification-breach/9006670002/	2021
City of Sioux Falls	Government	South Dakota	Phishing	May 4th, 2018	https://www.argusleader.com/story/news/crime/2018/05/04/city-sioux-falls-falls-victim-fraud-after-sending-two-payments/580946002/	2018
City of Belle Fourche	Government	South Dakota	Ransomware	January 9th, 2018	http://www.bhpioneer.com/local_news/belle-fourche-city-servers-hacked/article_7254ad36-f576-11e7-8ed7-e31c3ee0da87.html	2018
"
Hackers breach South Dakota health system, Codington County
"	Medical	South Dakota	"
Hacking, Data Breach
"	"
November 4th, 2021
"	https://www.beckershospitalreview.com/cybersecurity/hackers-breach-south-dakota-health-system-5-details.html	2021
