destination,year,attacks
MWI,2013.75,0
MWI,2013.83,0
MWI,2013.92,0
MWI,2014,0
MWI,2014.08,0
MWI,2014.17,0
MWI,2014.25,0
MWI,2014.33,0
MWI,2014.42,0
MWI,2014.5,0
MWI,2014.58,0
MWI,2014.67,0
MWI,2014.75,0
MWI,2014.83,0
MWI,2014.92,0
MWI,2015,0
MWI,2015.08,0
MWI,2015.17,21
MWI,2015.25,0
MWI,2015.33,0
MWI,2015.42,1
MWI,2015.5,0
MWI,2015.58,0
MWI,2015.67,2
MWI,2015.75,0
MWI,2015.83,0
MWI,2015.92,0
MWI,2016,0
MYS,2013.42,2
MYS,2013.5,2
MYS,2013.58,0
MYS,2013.67,0
MYS,2013.75,0
MYS,2013.83,158
MYS,2013.92,92
MYS,2014,2
MYS,2014.08,36
MYS,2014.17,130
MYS,2014.25,626
MYS,2014.33,656
MYS,2014.42,356
MYS,2014.5,102
MYS,2014.58,504
MYS,2014.67,54
MYS,2014.75,49
MYS,2014.83,240
MYS,2014.92,113
MYS,2015,30
MYS,2015.08,114
MYS,2015.17,130
MYS,2015.25,5
MYS,2015.33,26
MYS,2015.42,2
MYS,2015.5,2
MYS,2015.58,44
MYS,2015.67,253
MYS,2015.75,840
MYS,2015.83,167
MYS,2015.92,109
MYS,2016,115
NER,2013.42,0
NER,2013.5,0
NER,2013.58,0
NER,2013.67,0
NER,2013.75,0
NER,2013.83,0
NER,2013.92,0
NER,2014,0
NER,2014.08,0
NER,2014.17,0
NER,2014.25,0
NER,2014.33,0
NER,2014.42,0
NER,2014.5,0
NER,2014.58,0
NER,2014.67,0
NER,2014.75,0
NER,2014.83,0
NER,2014.92,0
NER,2015,0
NER,2015.08,0
NER,2015.17,42
NER,2015.25,0
NER,2015.33,0
NER,2015.42,0
NER,2015.5,0
NER,2015.58,0
NER,2015.67,0
NER,2015.75,0
NER,2015.83,0
NER,2015.92,0
NER,2016,0
NGA,2013.42,0
NGA,2013.5,0
NGA,2013.58,0
NGA,2013.67,0
NGA,2013.75,0
NGA,2013.83,0
NGA,2013.92,0
NGA,2014,0
NGA,2014.08,0
NGA,2014.17,0
NGA,2014.25,0
NGA,2014.33,2
NGA,2014.42,0
NGA,2014.5,0
NGA,2014.58,36
NGA,2014.67,0
NGA,2014.75,0
NGA,2014.83,4
NGA,2014.92,6
NGA,2015,40
NGA,2015.08,111
NGA,2015.17,76
NGA,2015.25,259
NGA,2015.33,138
NGA,2015.42,162
NGA,2015.5,14
NGA,2015.58,22
NGA,2015.67,139
NGA,2015.75,136
NGA,2015.83,28
NGA,2015.92,0
NGA,2016,0
NIC,2013.42,16
NIC,2013.5,0
NIC,2013.58,2
NIC,2013.67,0
NIC,2013.75,0
NIC,2013.83,0
NIC,2013.92,0
NIC,2014,0
NIC,2014.08,0
NIC,2014.17,0
NIC,2014.25,0
NIC,2014.33,0
NIC,2014.42,0
NIC,2014.5,0
NIC,2014.58,0
NIC,2014.67,12
NIC,2014.75,0
NIC,2014.83,2
NIC,2014.92,2
NIC,2015,0
NIC,2015.08,0
NIC,2015.17,0
NIC,2015.25,0
NIC,2015.33,0
NIC,2015.42,0
NIC,2015.5,0
NIC,2015.58,0
NIC,2015.67,109
NIC,2015.75,181
NIC,2015.83,0
NIC,2015.92,0
NIC,2016,0
NLD,2013.42,16
NLD,2013.5,44
NLD,2013.58,24
NLD,2013.67,98
NLD,2013.75,138
NLD,2013.83,204
NLD,2013.92,116
NLD,2014,80
NLD,2014.08,328
NLD,2014.17,154
NLD,2014.25,116
NLD,2014.33,26
NLD,2014.42,148
NLD,2014.5,28
NLD,2014.58,64
NLD,2014.67,190
NLD,2014.75,178
NLD,2014.83,208
NLD,2014.92,212
NLD,2015,270
NLD,2015.08,142
NLD,2015.17,328
NLD,2015.25,738
NLD,2015.33,130
NLD,2015.42,219
NLD,2015.5,298
NLD,2015.58,206
NLD,2015.67,977
NLD,2015.75,1074
NLD,2015.83,50
NLD,2015.92,69
NLD,2016,388
NOR,2013.42,14
NOR,2013.5,8
NOR,2013.58,24
NOR,2013.67,14
NOR,2013.75,14
NOR,2013.83,68
NOR,2013.92,14
NOR,2014,14
NOR,2014.08,152
NOR,2014.17,62
NOR,2014.25,54
NOR,2014.33,32
NOR,2014.42,6
NOR,2014.5,46
NOR,2014.58,116
NOR,2014.67,122
NOR,2014.75,236
NOR,2014.83,182
NOR,2014.92,118
NOR,2015,219
NOR,2015.08,58
NOR,2015.17,239
NOR,2015.25,1131
NOR,2015.33,58
NOR,2015.42,247
NOR,2015.5,1166
NOR,2015.58,532
NOR,2015.67,1392
NOR,2015.75,4592
NOR,2015.83,507
NOR,2015.92,59
NOR,2016,447
NPL,2013.42,0
NPL,2013.5,0
NPL,2013.58,0
NPL,2013.67,0
NPL,2013.75,0
NPL,2013.83,0
NPL,2013.92,0
NPL,2014,52
NPL,2014.08,104
NPL,2014.17,0
NPL,2014.25,0
NPL,2014.33,0
NPL,2014.42,0
NPL,2014.5,0
NPL,2014.58,68
NPL,2014.67,0
NPL,2014.75,0
NPL,2014.83,0
NPL,2014.92,46
NPL,2015,0
NPL,2015.08,0
NPL,2015.17,31
NPL,2015.25,54
NPL,2015.33,55
NPL,2015.42,50
NPL,2015.5,59
NPL,2015.58,410
NPL,2015.67,216
NPL,2015.75,76
NPL,2015.83,0
NPL,2015.92,45
NPL,2016,216
NZL,2013.42,2
NZL,2013.5,6
NZL,2013.58,0
NZL,2013.67,0
NZL,2013.75,0
NZL,2013.83,0
NZL,2013.92,0
NZL,2014,74
NZL,2014.08,0
NZL,2014.17,0
NZL,2014.25,0
NZL,2014.33,0
NZL,2014.42,0
NZL,2014.5,0
NZL,2014.58,10
NZL,2014.67,24
NZL,2014.75,36
NZL,2014.83,16
NZL,2014.92,10
NZL,2015,9
NZL,2015.08,35
NZL,2015.17,35
NZL,2015.25,24
NZL,2015.33,408
NZL,2015.42,944
NZL,2015.5,1006
NZL,2015.58,1023
NZL,2015.67,1016
NZL,2015.75,1604
NZL,2015.83,957
NZL,2015.92,863
NZL,2016,1096
OMN,2013.42,6
OMN,2013.5,0
OMN,2013.58,0
OMN,2013.67,64
OMN,2013.75,0
OMN,2013.83,0
OMN,2013.92,0
OMN,2014,0
OMN,2014.08,0
OMN,2014.17,2
OMN,2014.25,0
OMN,2014.33,0
OMN,2014.42,0
OMN,2014.5,0
OMN,2014.58,0
OMN,2014.67,0
OMN,2014.75,0
OMN,2014.83,0
OMN,2014.92,4
OMN,2015,10
OMN,2015.08,0
OMN,2015.17,42
OMN,2015.25,3
OMN,2015.33,0
OMN,2015.42,38
OMN,2015.5,0
OMN,2015.58,3
OMN,2015.67,0
OMN,2015.75,118
OMN,2015.83,0
OMN,2015.92,20
OMN,2016,5
PAK,2013.42,0
PAK,2013.5,4
PAK,2013.58,0
PAK,2013.67,11
PAK,2013.75,0
PAK,2013.83,90
PAK,2013.92,164
PAK,2014,170
PAK,2014.08,338
PAK,2014.17,372
PAK,2014.25,2
PAK,2014.33,296
PAK,2014.42,84
PAK,2014.5,24
PAK,2014.58,16
PAK,2014.67,44
PAK,2014.75,0
PAK,2014.83,118
PAK,2014.92,76
PAK,2015,0
PAK,2015.08,227
PAK,2015.17,0
PAK,2015.25,129
PAK,2015.33,91
PAK,2015.42,249
PAK,2015.5,50
PAK,2015.58,171
PAK,2015.67,709
PAK,2015.75,519
PAK,2015.83,901
PAK,2015.92,1
PAK,2016,154
PAN,2013.42,54
PAN,2013.5,212
PAN,2013.58,56
PAN,2013.67,90
PAN,2013.75,214
PAN,2013.83,24
PAN,2013.92,24
PAN,2014,90
PAN,2014.08,30
PAN,2014.17,14
PAN,2014.25,68
PAN,2014.33,52
PAN,2014.42,70
PAN,2014.5,6
PAN,2014.58,6
PAN,2014.67,16
PAN,2014.75,2
PAN,2014.83,14
PAN,2014.92,72
PAN,2015,25
PAN,2015.08,3
PAN,2015.17,305
PAN,2015.25,100
PAN,2015.33,6
PAN,2015.42,3
PAN,2015.5,26
PAN,2015.58,37
PAN,2015.67,120
PAN,2015.75,13
PAN,2015.83,38
PAN,2015.92,0
PAN,2016,1
PER,2013.42,0
PER,2013.5,0
PER,2013.58,0
PER,2013.67,0
PER,2013.75,0
PER,2013.83,0
PER,2013.92,0
PER,2014,20
PER,2014.08,698
PER,2014.17,390
PER,2014.25,920
PER,2014.33,518
PER,2014.42,968
PER,2014.5,642
PER,2014.58,811
PER,2014.67,745
PER,2014.75,986
PER,2014.83,676
PER,2014.92,5646
PER,2015,1326
PER,2015.08,0
PER,2015.17,0
PER,2015.25,3
PER,2015.33,0
PER,2015.42,11
PER,2015.5,0
PER,2015.58,0
PER,2015.67,75
PER,2015.75,185
PER,2015.83,0
PER,2015.92,0
PER,2016,0
PHL,2013.42,0
PHL,2013.5,2
PHL,2013.58,368
PHL,2013.67,278
PHL,2013.75,1468
PHL,2013.83,162
PHL,2013.92,0
PHL,2014,0
PHL,2014.08,2
PHL,2014.17,98
PHL,2014.25,6
PHL,2014.33,2
PHL,2014.42,1184
PHL,2014.5,156
PHL,2014.58,658
PHL,2014.67,1228
PHL,2014.75,148
PHL,2014.83,20
PHL,2014.92,2
PHL,2015,14
PHL,2015.08,104
PHL,2015.17,64
PHL,2015.25,251
PHL,2015.33,34
PHL,2015.42,121
PHL,2015.5,2
PHL,2015.58,0
PHL,2015.67,0
PHL,2015.75,795
PHL,2015.83,389
PHL,2015.92,395
PHL,2016,116
POL,2013.42,20
POL,2013.5,32
POL,2013.58,52
POL,2013.67,86
POL,2013.75,30
POL,2013.83,156
POL,2013.92,128
POL,2014,234
POL,2014.08,1502
POL,2014.17,1206
POL,2014.25,3614
POL,2014.33,3063
POL,2014.42,90
POL,2014.5,68
POL,2014.58,256
POL,2014.67,528
POL,2014.75,450
POL,2014.83,170
POL,2014.92,164
POL,2015,76
POL,2015.08,137
POL,2015.17,172
POL,2015.25,237
POL,2015.33,113
POL,2015.42,294
POL,2015.5,49
POL,2015.58,11
POL,2015.67,543
POL,2015.75,740
POL,2015.83,17
POL,2015.92,6
POL,2016,23
PRI,2013.42,2
PRI,2013.5,0
PRI,2013.58,2
PRI,2013.67,44
PRI,2013.75,2
PRI,2013.83,38
PRI,2013.92,52
PRI,2014,24
PRI,2014.08,42
PRI,2014.17,8
PRI,2014.25,4
PRI,2014.33,0
PRI,2014.42,0
PRI,2014.5,2
PRI,2014.58,0
PRI,2014.67,2
PRI,2014.75,12
PRI,2014.83,0
PRI,2014.92,6
PRI,2015,0
PRI,2015.08,0
PRI,2015.17,0
PRI,2015.25,0
PRI,2015.33,3
PRI,2015.42,11
PRI,2015.5,0
PRI,2015.58,0
PRI,2015.67,0
PRI,2015.75,111
PRI,2015.83,0
PRI,2015.92,0
PRI,2016,0
PRK,2013.42,0
PRK,2013.5,0
PRK,2013.58,0
PRK,2013.67,0
PRK,2013.75,0
PRK,2013.83,0
PRK,2013.92,0
PRK,2014,0
PRK,2014.08,0
PRK,2014.17,0
PRK,2014.25,0
PRK,2014.33,0
PRK,2014.42,0
PRK,2014.5,0
PRK,2014.58,0
PRK,2014.67,0
PRK,2014.75,0
PRK,2014.83,0
PRK,2014.92,44
PRK,2015,0
PRK,2015.08,0
PRK,2015.17,0
PRK,2015.25,0
PRK,2015.33,0
PRK,2015.42,0
PRK,2015.5,0
PRK,2015.58,22
PRK,2015.67,0
PRK,2015.75,0
PRK,2015.83,0
PRK,2015.92,0
PRK,2016,0
PRT,2013.42,0
PRT,2013.5,0
PRT,2013.58,0
PRT,2013.67,8
PRT,2013.75,0
PRT,2013.83,10
PRT,2013.92,4
PRT,2014,148
PRT,2014.08,110
PRT,2014.17,4
PRT,2014.25,16
PRT,2014.33,0
PRT,2014.42,142
PRT,2014.5,184
PRT,2014.58,100
PRT,2014.67,122
PRT,2014.75,128
PRT,2014.83,276
PRT,2014.92,498
PRT,2015,77
PRT,2015.08,77
PRT,2015.17,45
PRT,2015.25,69
PRT,2015.33,1
PRT,2015.42,40
PRT,2015.5,126
PRT,2015.58,22
PRT,2015.67,535
PRT,2015.75,593
PRT,2015.83,1
PRT,2015.92,1
PRT,2016,27
PRY,2013.42,0
PRY,2013.5,0
PRY,2013.58,0
PRY,2013.67,0
PRY,2013.75,0
PRY,2013.83,0
PRY,2013.92,0
PRY,2014,0
PRY,2014.08,0
PRY,2014.17,0
PRY,2014.25,0
PRY,2014.33,0
PRY,2014.42,0
PRY,2014.5,0
PRY,2014.58,0
PRY,2014.67,0
PRY,2014.75,0
PRY,2014.83,0
PRY,2014.92,0
PRY,2015,0
PRY,2015.08,0
PRY,2015.17,0
PRY,2015.25,0
PRY,2015.33,0
PRY,2015.42,0
PRY,2015.5,0
PRY,2015.58,2
PRY,2015.67,25
PRY,2015.75,27
PRY,2015.83,4
PRY,2015.92,0
PRY,2016,0
PSE,2013.42,186
PSE,2013.5,0
PSE,2013.58,0
PSE,2013.67,0
PSE,2013.75,0
PSE,2013.83,14
PSE,2013.92,0
PSE,2014,20
PSE,2014.08,10
PSE,2014.17,2
PSE,2014.25,14
PSE,2014.33,0
PSE,2014.42,58
PSE,2014.5,310
PSE,2014.58,20
PSE,2014.67,8
PSE,2014.75,14
PSE,2014.83,60
PSE,2014.92,62
PSE,2015,76
PSE,2015.08,0
PSE,2015.17,43
PSE,2015.25,88
PSE,2015.33,181
PSE,2015.42,8
PSE,2015.5,121
PSE,2015.58,816
PSE,2015.67,87
PSE,2015.75,120
PSE,2015.83,133
PSE,2015.92,45
PSE,2016,113
QAT,2013.42,0
QAT,2013.5,0
QAT,2013.58,0
QAT,2013.67,380
QAT,2013.75,12
QAT,2013.83,94
QAT,2013.92,8
QAT,2014,44
QAT,2014.08,0
QAT,2014.17,8
QAT,2014.25,142
QAT,2014.33,82
QAT,2014.42,4
QAT,2014.5,66
QAT,2014.58,64
QAT,2014.67,0
QAT,2014.75,16
QAT,2014.83,262
QAT,2014.92,802
QAT,2015,140
QAT,2015.08,326
QAT,2015.17,498
QAT,2015.25,534
QAT,2015.33,256
QAT,2015.42,544
QAT,2015.5,943
QAT,2015.58,1261
QAT,2015.67,537
QAT,2015.75,1249
QAT,2015.83,1139
QAT,2015.92,0
QAT,2016,785
REU,2013.42,0
REU,2013.5,0
REU,2013.58,20
REU,2013.67,2
REU,2013.75,30
REU,2013.83,2
REU,2013.92,0
REU,2014,0
REU,2014.08,10
REU,2014.17,0
REU,2014.25,0
REU,2014.33,0
REU,2014.42,2
REU,2014.5,0
REU,2014.58,0
REU,2014.67,0
REU,2014.75,0
REU,2014.83,0
REU,2014.92,0
REU,2015,14
REU,2015.08,0
REU,2015.17,0
REU,2015.25,0
REU,2015.33,0
REU,2015.42,0
REU,2015.5,23
REU,2015.58,0
REU,2015.67,0
REU,2015.75,0
REU,2015.83,206
REU,2015.92,0
REU,2016,14
ROU,2013.42,44
ROU,2013.5,6
ROU,2013.58,36
ROU,2013.67,18
ROU,2013.75,180
ROU,2013.83,944
ROU,2013.92,1654
ROU,2014,192
ROU,2014.08,164
ROU,2014.17,264
ROU,2014.25,86
ROU,2014.33,634
ROU,2014.42,108
ROU,2014.5,52
ROU,2014.58,130
ROU,2014.67,128
ROU,2014.75,102
ROU,2014.83,114
ROU,2014.92,162
ROU,2015,75
ROU,2015.08,50
ROU,2015.17,100
ROU,2015.25,100
ROU,2015.33,110
ROU,2015.42,69
ROU,2015.5,43
ROU,2015.58,67
ROU,2015.67,184
ROU,2015.75,503
ROU,2015.83,150
ROU,2015.92,119
ROU,2016,961
RUS,2013.42,312
RUS,2013.5,320
RUS,2013.58,368
RUS,2013.67,134
RUS,2013.75,120
RUS,2013.83,284
RUS,2013.92,650
RUS,2014,658
RUS,2014.08,292
RUS,2014.17,1614
RUS,2014.25,1600
RUS,2014.33,442
RUS,2014.42,282
RUS,2014.5,174
RUS,2014.58,852
RUS,2014.67,1582
RUS,2014.75,2671
RUS,2014.83,1824
RUS,2014.92,602
RUS,2015,72
RUS,2015.08,2061
RUS,2015.17,354
RUS,2015.25,318
RUS,2015.33,77
RUS,2015.42,31
RUS,2015.5,223
RUS,2015.58,105
RUS,2015.67,250
RUS,2015.75,370
RUS,2015.83,22
RUS,2015.92,1
RUS,2016,132
RWA,2013.42,0
RWA,2013.5,0
RWA,2013.58,0
RWA,2013.67,0
RWA,2013.75,0
RWA,2013.83,0
RWA,2013.92,0
RWA,2014,0
RWA,2014.08,0
RWA,2014.17,0
RWA,2014.25,0
RWA,2014.33,0
RWA,2014.42,0
RWA,2014.5,0
RWA,2014.58,0
RWA,2014.67,0
RWA,2014.75,0
RWA,2014.83,0
RWA,2014.92,0
RWA,2015,0
RWA,2015.08,0
RWA,2015.17,9
RWA,2015.25,0
RWA,2015.33,0
RWA,2015.42,0
RWA,2015.5,0
RWA,2015.58,0
RWA,2015.67,0
RWA,2015.75,103
RWA,2015.83,0
RWA,2015.92,0
RWA,2016,0
SAU,2013.42,0
SAU,2013.5,0
SAU,2013.58,0
SAU,2013.67,4
SAU,2013.75,0
SAU,2013.83,0
SAU,2013.92,18
SAU,2014,32
SAU,2014.08,52
SAU,2014.17,16
SAU,2014.25,14
SAU,2014.33,22
SAU,2014.42,0
SAU,2014.5,12
SAU,2014.58,14
SAU,2014.67,70
SAU,2014.75,178
SAU,2014.83,152
SAU,2014.92,210
SAU,2015,44
SAU,2015.08,20
SAU,2015.17,8
SAU,2015.25,246
SAU,2015.33,25
SAU,2015.42,122
SAU,2015.5,373
SAU,2015.58,274
SAU,2015.67,412
SAU,2015.75,262
SAU,2015.83,166
SAU,2015.92,112
SAU,2016,413
SDN,2013.42,0
SDN,2013.5,0
SDN,2013.58,6
SDN,2013.67,0
SDN,2013.75,0
SDN,2013.83,0
SDN,2013.92,0
SDN,2014,0
SDN,2014.08,6
SDN,2014.17,0
SDN,2014.25,0
SDN,2014.33,0
SDN,2014.42,0
SDN,2014.5,0
SDN,2014.58,0
SDN,2014.67,0
SDN,2014.75,4
SDN,2014.83,0
SDN,2014.92,0
SDN,2015,7
SDN,2015.08,0
SDN,2015.17,0
SDN,2015.25,0
SDN,2015.33,0
SDN,2015.42,0
SDN,2015.5,0
SDN,2015.58,0
SDN,2015.67,14
SDN,2015.75,107
SDN,2015.83,8
SDN,2015.92,2
SDN,2016,2
SEN,2013.42,40
SEN,2013.5,0
SEN,2013.58,8
SEN,2013.67,4
SEN,2013.75,10
SEN,2013.83,14
SEN,2013.92,0
SEN,2014,6
SEN,2014.08,18
SEN,2014.17,0
SEN,2014.25,0
SEN,2014.33,0
SEN,2014.42,0
SEN,2014.5,6
SEN,2014.58,6
SEN,2014.67,14
SEN,2014.75,0
SEN,2014.83,0
SEN,2014.92,0
SEN,2015,1
SEN,2015.08,0
SEN,2015.17,1
SEN,2015.25,20
SEN,2015.33,37
SEN,2015.42,24
SEN,2015.5,0
SEN,2015.58,0
SEN,2015.67,109
SEN,2015.75,0
SEN,2015.83,0
SEN,2015.92,0
SEN,2016,0
SGP,2013.42,316
SGP,2013.5,226
SGP,2013.58,8
SGP,2013.67,46
SGP,2013.75,438
SGP,2013.83,594
SGP,2013.92,226
SGP,2014,244
SGP,2014.08,254
SGP,2014.17,160
SGP,2014.25,106
SGP,2014.33,94
SGP,2014.42,266
SGP,2014.5,62
SGP,2014.58,42
SGP,2014.67,138
SGP,2014.75,4
SGP,2014.83,92
SGP,2014.92,4
SGP,2015,1
SGP,2015.08,32
SGP,2015.17,64
SGP,2015.25,138
SGP,2015.33,36
SGP,2015.42,230
SGP,2015.5,40
SGP,2015.58,214
SGP,2015.67,196
SGP,2015.75,757
SGP,2015.83,32
SGP,2015.92,341
SGP,2016,369
SLV,2013.42,12
SLV,2013.5,0
SLV,2013.58,0
SLV,2013.67,0
SLV,2013.75,0
SLV,2013.83,14
SLV,2013.92,0
SLV,2014,16
SLV,2014.08,2
SLV,2014.17,14
SLV,2014.25,12
SLV,2014.33,0
SLV,2014.42,0
SLV,2014.5,22
SLV,2014.58,0
SLV,2014.67,4
SLV,2014.75,0
SLV,2014.83,4
SLV,2014.92,0
SLV,2015,1
SLV,2015.08,0
SLV,2015.17,0
SLV,2015.25,0
SLV,2015.33,0
SLV,2015.42,0
SLV,2015.5,0
SLV,2015.58,2
SLV,2015.67,113
SLV,2015.75,0
SLV,2015.83,3
SLV,2015.92,0
SLV,2016,0
SOM,2013.42,0
SOM,2013.5,0
SOM,2013.58,0
SOM,2013.67,0
SOM,2013.75,0
SOM,2013.83,0
SOM,2013.92,0
SOM,2014,0
SOM,2014.08,0
SOM,2014.17,0
SOM,2014.25,0
SOM,2014.33,0
SOM,2014.42,0
SOM,2014.5,0
SOM,2014.58,0
SOM,2014.67,0
SOM,2014.75,0
SOM,2014.83,0
SOM,2014.92,0
SOM,2015,0
SOM,2015.08,0
SOM,2015.17,0
SOM,2015.25,0
SOM,2015.33,0
SOM,2015.42,0
SOM,2015.5,0
SOM,2015.58,0
SOM,2015.67,0
SOM,2015.75,22
SOM,2015.83,0
SOM,2015.92,0
SOM,2016,0
SRB,2013.42,0
SRB,2013.5,0
SRB,2013.58,0
SRB,2013.67,0
SRB,2013.75,0
SRB,2013.83,58
SRB,2013.92,68
SRB,2014,0
SRB,2014.08,4
SRB,2014.17,4
SRB,2014.25,4
SRB,2014.33,86
SRB,2014.42,0
SRB,2014.5,0
SRB,2014.58,24
SRB,2014.67,36
SRB,2014.75,42
SRB,2014.83,6
SRB,2014.92,0
SRB,2015,62
SRB,2015.08,106
SRB,2015.17,128
SRB,2015.25,150
SRB,2015.33,41
SRB,2015.42,32
SRB,2015.5,35
SRB,2015.58,2
SRB,2015.67,8
SRB,2015.75,226
SRB,2015.83,0
SRB,2015.92,0
SRB,2016,0
SUR,2013.42,0
SUR,2013.5,0
SUR,2013.58,0
SUR,2013.67,0
SUR,2013.75,0
SUR,2013.83,0
SUR,2013.92,0
SUR,2014,0
SUR,2014.08,4
SUR,2014.17,0
SUR,2014.25,0
SUR,2014.33,0
SUR,2014.42,0
SUR,2014.5,0
SUR,2014.58,0
SUR,2014.67,0
SUR,2014.75,0
SUR,2014.83,0
SUR,2014.92,0
SUR,2015,0
SUR,2015.08,0
SUR,2015.17,0
SUR,2015.25,0
SUR,2015.33,0
SUR,2015.42,0
SUR,2015.5,0
SUR,2015.58,0
SUR,2015.67,0
SUR,2015.75,0
SUR,2015.83,0
SUR,2015.92,0
SUR,2016,0
SVK,2013.42,0
SVK,2013.5,0
SVK,2013.58,0
SVK,2013.67,0
SVK,2013.75,36
SVK,2013.83,36
SVK,2013.92,26
SVK,2014,26
SVK,2014.08,158
SVK,2014.17,80
SVK,2014.25,0
SVK,2014.33,24
SVK,2014.42,30
SVK,2014.5,30
SVK,2014.58,52
SVK,2014.67,64
SVK,2014.75,50
SVK,2014.83,58
SVK,2014.92,14
SVK,2015,36
SVK,2015.08,103
SVK,2015.17,251
SVK,2015.25,423
SVK,2015.33,106
SVK,2015.42,45
SVK,2015.5,145
SVK,2015.58,28
SVK,2015.67,39
SVK,2015.75,31
SVK,2015.83,21
SVK,2015.92,34
SVK,2016,46
SVN,2013.42,0
SVN,2013.5,0
SVN,2013.58,0
SVN,2013.67,0
SVN,2013.75,4
SVN,2013.83,372
SVN,2013.92,0
SVN,2014,68
SVN,2014.08,58
SVN,2014.17,16
SVN,2014.25,112
SVN,2014.33,0
SVN,2014.42,4
SVN,2014.5,16
SVN,2014.58,14
SVN,2014.67,62
SVN,2014.75,170
SVN,2014.83,58
SVN,2014.92,130
SVN,2015,21
SVN,2015.08,59
SVN,2015.17,208
SVN,2015.25,3
SVN,2015.33,1
SVN,2015.42,0
SVN,2015.5,22
SVN,2015.58,204
SVN,2015.67,110
SVN,2015.75,283
SVN,2015.83,0
SVN,2015.92,0
SVN,2016,122
SWE,2013.42,108
SWE,2013.5,188
SWE,2013.58,114
SWE,2013.67,256
SWE,2013.75,306
SWE,2013.83,116
SWE,2013.92,246
SWE,2014,166
SWE,2014.08,774
SWE,2014.17,284
SWE,2014.25,360
SWE,2014.33,110
SWE,2014.42,68
SWE,2014.5,152
SWE,2014.58,394
SWE,2014.67,722
SWE,2014.75,918
SWE,2014.83,526
SWE,2014.92,468
SWE,2015,339
SWE,2015.08,1018
SWE,2015.17,602
SWE,2015.25,919
SWE,2015.33,534
SWE,2015.42,1885
SWE,2015.5,2570
SWE,2015.58,4583
SWE,2015.67,2628
SWE,2015.75,5117
SWE,2015.83,1524
SWE,2015.92,199
SWE,2016,1087
SWZ,2013.42,0
SWZ,2013.5,0
SWZ,2013.58,0
SWZ,2013.67,0
SWZ,2013.75,0
SWZ,2013.83,0
SWZ,2013.92,0
SWZ,2014,0
SWZ,2014.08,0
SWZ,2014.17,0
SWZ,2014.25,0
SWZ,2014.33,0
SWZ,2014.42,0
SWZ,2014.5,0
SWZ,2014.58,0
SWZ,2014.67,0
SWZ,2014.75,0
SWZ,2014.83,0
SWZ,2014.92,0
SWZ,2015,0
SWZ,2015.08,0
SWZ,2015.17,0
SWZ,2015.25,0
SWZ,2015.33,26
SWZ,2015.42,0
SWZ,2015.5,0
SWZ,2015.58,0
SWZ,2015.67,0
SWZ,2015.75,0
SWZ,2015.83,0
SWZ,2015.92,0
SWZ,2016,0
SYC,2013.42,0
SYC,2013.5,0
SYC,2013.58,0
SYC,2013.67,0
SYC,2013.75,0
SYC,2013.83,0
SYC,2013.92,0
SYC,2014,0
SYC,2014.08,0
SYC,2014.17,0
SYC,2014.25,0
SYC,2014.33,0
SYC,2014.42,0
SYC,2014.5,0
SYC,2014.58,20
SYC,2014.67,6
SYC,2014.75,0
SYC,2014.83,0
SYC,2014.92,0
SYC,2015,0
SYC,2015.08,0
SYC,2015.17,109
SYC,2015.25,0
SYC,2015.33,0
SYC,2015.42,0
SYC,2015.5,2
SYC,2015.58,0
SYC,2015.67,62
SYC,2015.75,18
SYC,2015.83,10
SYC,2015.92,24
SYC,2016,19
SYR,2013.42,0
SYR,2013.5,0
SYR,2013.58,0
SYR,2013.67,0
SYR,2013.75,0
SYR,2013.83,0
SYR,2013.92,0
SYR,2014,0
SYR,2014.08,0
SYR,2014.17,0
SYR,2014.25,0
SYR,2014.33,0
SYR,2014.42,0
SYR,2014.5,0
SYR,2014.58,0
SYR,2014.67,0
SYR,2014.75,0
SYR,2014.83,0
SYR,2014.92,180
SYR,2015,0
SYR,2015.08,0
SYR,2015.17,0
SYR,2015.25,0
SYR,2015.33,0
SYR,2015.42,0
SYR,2015.5,0
SYR,2015.58,0
SYR,2015.67,0
SYR,2015.75,0
SYR,2015.83,0
SYR,2015.92,0
SYR,2016,0
TCA,2013.42,0
TCA,2013.5,0
TCA,2013.58,0
TCA,2013.67,0
TCA,2013.75,0
TCA,2013.83,0
TCA,2013.92,0
TCA,2014,0
TCA,2014.08,0
TCA,2014.17,0
TCA,2014.25,0
TCA,2014.33,0
TCA,2014.42,0
TCA,2014.5,0
TCA,2014.58,0
TCA,2014.67,0
TCA,2014.75,0
TCA,2014.83,0
TCA,2014.92,0
TCA,2015,3
TCA,2015.08,0
TCA,2015.17,0
TCA,2015.25,0
TCA,2015.33,0
TCA,2015.42,0
TCA,2015.5,0
TCA,2015.58,0
TCA,2015.67,0
TCA,2015.75,0
TCA,2015.83,0
TCA,2015.92,0
TCA,2016,0
TGO,2013.42,0
TGO,2013.5,0
TGO,2013.58,0
TGO,2013.67,0
TGO,2013.75,0
TGO,2013.83,0
TGO,2013.92,0
TGO,2014,0
TGO,2014.08,0
TGO,2014.17,0
TGO,2014.25,0
TGO,2014.33,0
TGO,2014.42,0
TGO,2014.5,0
TGO,2014.58,0
TGO,2014.67,0
TGO,2014.75,0
TGO,2014.83,0
TGO,2014.92,0
TGO,2015,0
TGO,2015.08,0
TGO,2015.17,42
TGO,2015.25,20
